fsq_id,station_id
4fd3a01be4b0540d9cb027ea,7a19c49f486d7c0c02b3685d7b240448
5d2843a1c56f480023f8e4cd,7a19c49f486d7c0c02b3685d7b240448
63560d0518f2d50e9c6b4717,7a19c49f486d7c0c02b3685d7b240448
506241a2e4b061897f154545,7a19c49f486d7c0c02b3685d7b240448
5678df11498e17b35a76bc68,7a19c49f486d7c0c02b3685d7b240448
acd8424b3fad4dda1e267983,7a19c49f486d7c0c02b3685d7b240448
02a86174fca7491070b7af5f,7a19c49f486d7c0c02b3685d7b240448
f0b9648082f64571e86ae32f,7a19c49f486d7c0c02b3685d7b240448
db4410dc37cd47a74f2d4733,7a19c49f486d7c0c02b3685d7b240448
5751fda3498e4f21436b3b09,32603a87cfca71d0f7dfa3513bad69d5
5a878c33f8cbd46ab822ef69,32603a87cfca71d0f7dfa3513bad69d5
4e2901b5b61c41a2f8a38ab3,32603a87cfca71d0f7dfa3513bad69d5
4aa94599f964a520cc5220e3,32603a87cfca71d0f7dfa3513bad69d5
4b4fdbd2f964a520c91727e3,32603a87cfca71d0f7dfa3513bad69d5
4aa74bb8f964a520a14c20e3,32603a87cfca71d0f7dfa3513bad69d5
4aa87be5f964a520785120e3,32603a87cfca71d0f7dfa3513bad69d5
517ccf1de4b0a5232a99e385,32603a87cfca71d0f7dfa3513bad69d5
517b21d7e4b08338c6c6e247,32603a87cfca71d0f7dfa3513bad69d5
4f6b60e3e4b026c4acd2727e,32603a87cfca71d0f7dfa3513bad69d5
4aa834c0f964a5200f5020e3,32603a87cfca71d0f7dfa3513bad69d5
4aa7332cf964a520414c20e3,32603a87cfca71d0f7dfa3513bad69d5
4aa743a8f964a520884c20e3,32603a87cfca71d0f7dfa3513bad69d5
4aa80cc4f964a520fd4e20e3,32603a87cfca71d0f7dfa3513bad69d5
515d0176fe70ed72be0f6d2f,32603a87cfca71d0f7dfa3513bad69d5
4b760075f964a520bb352ee3,32603a87cfca71d0f7dfa3513bad69d5
545a9aac498e653625a4f9d3,32603a87cfca71d0f7dfa3513bad69d5
4fa9bfd0e4b0f8dd982168f6,32603a87cfca71d0f7dfa3513bad69d5
5b5e70d2be7078002c2514dc,32603a87cfca71d0f7dfa3513bad69d5
6264b0d4befc6d0886c16255,32603a87cfca71d0f7dfa3513bad69d5
52d0af0e498e6fab25e39ec5,32603a87cfca71d0f7dfa3513bad69d5
5f8a7dd8a02efd7a81796559,32603a87cfca71d0f7dfa3513bad69d5
33ce49c3dc9f48f804d0dca2,32603a87cfca71d0f7dfa3513bad69d5
4aa0e4bdd4da467865d8a6aa,32603a87cfca71d0f7dfa3513bad69d5
777207538f074d253e836fe5,32603a87cfca71d0f7dfa3513bad69d5
d84e80f91abc4d7f60305768,32603a87cfca71d0f7dfa3513bad69d5
616953860f124f79b0b3990c,32603a87cfca71d0f7dfa3513bad69d5
c47f668aaae1420fd34dd62f,32603a87cfca71d0f7dfa3513bad69d5
4fb14574e4b0e047b2ebf605,bf8408067b0e0c963f3ff526977bcef3
4d486b0211618cfade6cd423,bf8408067b0e0c963f3ff526977bcef3
576c9358cd10a371ffa40cfb,bf8408067b0e0c963f3ff526977bcef3
4b103e52f964a520206c23e3,bf8408067b0e0c963f3ff526977bcef3
52831fbd11d2e6c28ac11bb9,bf8408067b0e0c963f3ff526977bcef3
4f0f3003e4b0d2af73a23682,bf8408067b0e0c963f3ff526977bcef3
4c49d7b3567776b07e8d0588,bf8408067b0e0c963f3ff526977bcef3
4b675688f964a520f0482be3,bf8408067b0e0c963f3ff526977bcef3
5053c6abe4b0719d6768a508,bf8408067b0e0c963f3ff526977bcef3
53fe1bd1498e8b3759518bb7,bf8408067b0e0c963f3ff526977bcef3
4bbe603c006dc9b66e11fb3f,bf8408067b0e0c963f3ff526977bcef3
564284a1498e8336839b7a87,bf8408067b0e0c963f3ff526977bcef3
4d8a505176e1236ae1c21743,bf8408067b0e0c963f3ff526977bcef3
64868dfd2e8a4ca6393f8436,bf8408067b0e0c963f3ff526977bcef3
71e24e8b1e34451b792b8592,bf8408067b0e0c963f3ff526977bcef3
5f2721d9b4a14802b1fd6d90,bf8408067b0e0c963f3ff526977bcef3
1a1014fd0dee4f52d6603119,bf8408067b0e0c963f3ff526977bcef3
0f43981da68c40c2f9017737,bf8408067b0e0c963f3ff526977bcef3
7d8c74087b784ab0ba7f5869,bf8408067b0e0c963f3ff526977bcef3
87b7c38d4b38483edb1d8845,bf8408067b0e0c963f3ff526977bcef3
3998178867614d5ebdacd7e0,bf8408067b0e0c963f3ff526977bcef3
fca74cb740044fa27828f489,bf8408067b0e0c963f3ff526977bcef3
5bc73d7100a64af16d97a0a9,bf8408067b0e0c963f3ff526977bcef3
0fbaabd123084f8a2ef6e898,bf8408067b0e0c963f3ff526977bcef3
b9413a31019f4f40a6b9adde,bf8408067b0e0c963f3ff526977bcef3
57b26a56cd104357811923e4,9449a6a83fbf88452e384350e5ac95b7
4aa93bf4f964a520975220e3,9449a6a83fbf88452e384350e5ac95b7
4b10463af964a520ce6c23e3,9449a6a83fbf88452e384350e5ac95b7
51e1f9bb498e7b1ebb05f623,9449a6a83fbf88452e384350e5ac95b7
4ee03e186da1d9fae2f96d88,9449a6a83fbf88452e384350e5ac95b7
4aac17faf964a520335c20e3,9449a6a83fbf88452e384350e5ac95b7
4aa920b0f964a520155220e3,9449a6a83fbf88452e384350e5ac95b7
4aa92174f964a520195220e3,9449a6a83fbf88452e384350e5ac95b7
5955d24b112c6c598f81f6f9,9449a6a83fbf88452e384350e5ac95b7
4aaa62abf964a520cb5520e3,9449a6a83fbf88452e384350e5ac95b7
4aa7e656f964a520ee4d20e3,9449a6a83fbf88452e384350e5ac95b7
50c2589fe4b0489424ed0c46,9449a6a83fbf88452e384350e5ac95b7
5b6e4399a4ba7c002c1a9c79,9449a6a83fbf88452e384350e5ac95b7
420779120ca545399f66cb2f,9449a6a83fbf88452e384350e5ac95b7
60a22d3744aa4d801e432897,9449a6a83fbf88452e384350e5ac95b7
7572a99991de4aa32c580d56,9449a6a83fbf88452e384350e5ac95b7
a67444e058d14886b94d8ade,9449a6a83fbf88452e384350e5ac95b7
4ce7fc88574deeeb99ad9cc2,365da33e9ce06ea53db1173a0f8eae71
5044114ce4b003e2b452ddee,707c1c54e0278fbae5d0ae3c42a25b71
4acd77a2f964a52025cc20e3,707c1c54e0278fbae5d0ae3c42a25b71
4aab07faf964a520a15820e3,707c1c54e0278fbae5d0ae3c42a25b71
4abedbd3f964a5204d9020e3,707c1c54e0278fbae5d0ae3c42a25b71
59eaa510ff0306350d76bf9e,707c1c54e0278fbae5d0ae3c42a25b71
4c0db123d64c0f47332e275d,707c1c54e0278fbae5d0ae3c42a25b71
61eccf043030b3598c2b11ca,707c1c54e0278fbae5d0ae3c42a25b71
dc68f0ad3197444443b9c8b9,707c1c54e0278fbae5d0ae3c42a25b71
5025a880e572a306f91e73bd,707c1c54e0278fbae5d0ae3c42a25b71
548bb931498e031a7dad39a6,5105df3dd0daf4c26980f4134f61e5cc
4b0e0237f964a520c95323e3,5105df3dd0daf4c26980f4134f61e5cc
617df7621bea062d56303895,5105df3dd0daf4c26980f4134f61e5cc
5d659065ffbacb0008a01cf5,5105df3dd0daf4c26980f4134f61e5cc
57242c7ecd1040df61be5d0b,e7bf01431a6982f032996ad50a9e5bd7
5232a7428bbdeb25735b08df,e7bf01431a6982f032996ad50a9e5bd7
608cc5486a2833450485bdcf,e7bf01431a6982f032996ad50a9e5bd7
5c75fa29ad1789002ce814c2,e7bf01431a6982f032996ad50a9e5bd7
4bdb45f83904a5931894499e,e7bf01431a6982f032996ad50a9e5bd7
5ce09caf916bc1002c80c4d9,e7bf01431a6982f032996ad50a9e5bd7
583a00b6809a772320ac07dd,e7bf01431a6982f032996ad50a9e5bd7
614e2bc4185f6e0f5c0dc7b8,e7bf01431a6982f032996ad50a9e5bd7
4aab0973f964a520a65820e3,91035fe1d70b65c9cb8ec4a007af7c7f
5815754438fada27f6999ae5,91035fe1d70b65c9cb8ec4a007af7c7f
5a4eba1ac4df1d0cacc5b9e6,d2244f1a81d317c76cabd65e81250835
5ec732a8b2e8430007360f1c,d2244f1a81d317c76cabd65e81250835
5fd8164439540a7f81267e6e,d2244f1a81d317c76cabd65e81250835
555df6c9498ec05757a9ef70,ac3b8198f03754a0afb8b6ed6d220cdd
4ce833c6fe90a35d053c410e,ac3b8198f03754a0afb8b6ed6d220cdd
4b71d2caf964a520905e2de3,ac3b8198f03754a0afb8b6ed6d220cdd
4aa80271f964a520af4e20e3,ac3b8198f03754a0afb8b6ed6d220cdd
5256c3bf498e4a720085f2cf,ac3b8198f03754a0afb8b6ed6d220cdd
4aecb34ff964a52060ca21e3,ac3b8198f03754a0afb8b6ed6d220cdd
4cddb9c1c4f6a35d0b36c56c,ac3b8198f03754a0afb8b6ed6d220cdd
4aa9ac06f964a520ca5420e3,ac3b8198f03754a0afb8b6ed6d220cdd
5f00f72289dce8008504b1fa,ac3b8198f03754a0afb8b6ed6d220cdd
5d959d36718dfa0008f72e41,ac3b8198f03754a0afb8b6ed6d220cdd
5a3c6926898bdc16c1092eb1,ac3b8198f03754a0afb8b6ed6d220cdd
5fa469466e1d2e5056f399ee,ac3b8198f03754a0afb8b6ed6d220cdd
58fd635835dfa707a416c32a,ac3b8198f03754a0afb8b6ed6d220cdd
4aa7f9fff964a520684e20e3,ac3b8198f03754a0afb8b6ed6d220cdd
5c40fec6c97f28002b4761da,ac3b8198f03754a0afb8b6ed6d220cdd
d812a3c94a8440c3f2bf72c6,ac3b8198f03754a0afb8b6ed6d220cdd
e3f180b38ef140186b7e7098,ac3b8198f03754a0afb8b6ed6d220cdd
1433ae1cbf9f451d294fafa4,ac3b8198f03754a0afb8b6ed6d220cdd
793d7457b4be49bce4542e80,ac3b8198f03754a0afb8b6ed6d220cdd
7b5f0d08b398478278099acc,ac3b8198f03754a0afb8b6ed6d220cdd
5b470ee73e3f42936d5ee638,029a505bd4422a1afd127987757f71a6
4aaae466f964a520e45720e3,0b543fc4e694fe07a54dac48bb1b3390
4aa17172f964a520904020e3,0b543fc4e694fe07a54dac48bb1b3390
4aa7ceb6f964a520504d20e3,0b543fc4e694fe07a54dac48bb1b3390
51fecfa2498e27c58533c281,0b543fc4e694fe07a54dac48bb1b3390
4aa8060af964a520d04e20e3,0b543fc4e694fe07a54dac48bb1b3390
4de3ef4dcc3fa786ac832554,0b543fc4e694fe07a54dac48bb1b3390
4bf5a90192d19521859f591f,0b543fc4e694fe07a54dac48bb1b3390
61f061d4c27046306da74f80,0b543fc4e694fe07a54dac48bb1b3390
5cf2f6b2fb8e59002c11ca57,0b543fc4e694fe07a54dac48bb1b3390
4bec9a750ddaa59307cd1dc3,0b543fc4e694fe07a54dac48bb1b3390
c458f4b2abdd47ad02d43d1c,0b543fc4e694fe07a54dac48bb1b3390
6ae381607b15403e86981180,0b543fc4e694fe07a54dac48bb1b3390
1a70e7b87cdc45f2f62ec673,0b543fc4e694fe07a54dac48bb1b3390
9a811ef83f9441477a0f83ab,0b543fc4e694fe07a54dac48bb1b3390
e7596dd228944f15ac7ea896,0b543fc4e694fe07a54dac48bb1b3390
4b8f0753f964a5207a4533e3,6b1622540fe5c85d365754dd8c20bf0c
5ad42c24345cbe490eba23b1,6b1622540fe5c85d365754dd8c20bf0c
4abd7b62f964a520958a20e3,6b1622540fe5c85d365754dd8c20bf0c
4f89dbf9e4b0af4d4e524dbb,6b1622540fe5c85d365754dd8c20bf0c
4aa6ba15f964a520d44a20e3,6b1622540fe5c85d365754dd8c20bf0c
4aad5edcf964a520f15f20e3,6b1622540fe5c85d365754dd8c20bf0c
4fa33d77e4b0ad74eb4a7533,6b1622540fe5c85d365754dd8c20bf0c
4ab69af4f964a5201a7820e3,6b1622540fe5c85d365754dd8c20bf0c
4aab1084f964a520c75820e3,6b1622540fe5c85d365754dd8c20bf0c
606b7d432ec75a04d0601e2f,6b1622540fe5c85d365754dd8c20bf0c
62840fd09850162b791dfdb7,6b1622540fe5c85d365754dd8c20bf0c
4ee0175d9a52e7f5b892680b,6b1622540fe5c85d365754dd8c20bf0c
5ceddc19b3d8e2002c05916a,6b1622540fe5c85d365754dd8c20bf0c
4b722a80f964a52020722de3,6b1622540fe5c85d365754dd8c20bf0c
5e3e360cb882400008faa264,6b1622540fe5c85d365754dd8c20bf0c
62243f18afa47f6c34b33031,6b1622540fe5c85d365754dd8c20bf0c
5bea4dc33b8307002c18c02d,6b1622540fe5c85d365754dd8c20bf0c
35626381b7ad41eb88f4cfe1,6b1622540fe5c85d365754dd8c20bf0c
ba57e322fdc14ed7da1f9d19,6b1622540fe5c85d365754dd8c20bf0c
a724edfe966d49f771d58115,6b1622540fe5c85d365754dd8c20bf0c
243916511d084f0b7f8f25ae,6b1622540fe5c85d365754dd8c20bf0c
2f24a6023e4f45439ce74f76,6b1622540fe5c85d365754dd8c20bf0c
93411f9e2c3544369482551c,6b1622540fe5c85d365754dd8c20bf0c
4b525ee5f964a520e17927e3,ebc551adb0fc1a684f4080e4954a9ba4
5060a443e4b0be43501ee278,ebc551adb0fc1a684f4080e4954a9ba4
4aa80372f964a520b84e20e3,ebc551adb0fc1a684f4080e4954a9ba4
4bd9b9402e6f0f47a2aa0b08,ebc551adb0fc1a684f4080e4954a9ba4
4aab286ef964a520255920e3,ebc551adb0fc1a684f4080e4954a9ba4
4ab15459f964a520096920e3,ebc551adb0fc1a684f4080e4954a9ba4
4e1b538cae60ddb8f651e43b,ebc551adb0fc1a684f4080e4954a9ba4
5a10b8a16dcf0435cc454214,ebc551adb0fc1a684f4080e4954a9ba4
6036f4100f1daa62800ffe47,ebc551adb0fc1a684f4080e4954a9ba4
5cf08a740e3239002b98435d,ebc551adb0fc1a684f4080e4954a9ba4
5b5b7a8e8c35dc002cfcc1c9,ebc551adb0fc1a684f4080e4954a9ba4
62fb2eb96e959e1e3078e3b9,ebc551adb0fc1a684f4080e4954a9ba4
2abc17dd73214beea92d2b27,ebc551adb0fc1a684f4080e4954a9ba4
3951572017e14dd402ac844e,ebc551adb0fc1a684f4080e4954a9ba4
4dfe52e6b0fb709b61e36ce6,6eaa02e5bcf78db5386683d38fa2dabd
4f73c020e4b0ab2907d5a86f,6eaa02e5bcf78db5386683d38fa2dabd
4aa838eaf964a520315020e3,6eaa02e5bcf78db5386683d38fa2dabd
4ab6cfe7f964a520267920e3,6eaa02e5bcf78db5386683d38fa2dabd
5bb2874235811b00398ffc2b,6eaa02e5bcf78db5386683d38fa2dabd
4aab06bff964a520995820e3,6eaa02e5bcf78db5386683d38fa2dabd
508c159fe4b0306b57dfdfa7,6eaa02e5bcf78db5386683d38fa2dabd
4b246cdcf964a520626724e3,6eaa02e5bcf78db5386683d38fa2dabd
53b74121498ebfb1ade5b1cd,6eaa02e5bcf78db5386683d38fa2dabd
4b0de7daf964a520695223e3,6eaa02e5bcf78db5386683d38fa2dabd
5c355fd8c9f907002cd49416,6eaa02e5bcf78db5386683d38fa2dabd
9f94007378304f36a7077bb3,6eaa02e5bcf78db5386683d38fa2dabd
4e9974eec9454ded8858fa99,6eaa02e5bcf78db5386683d38fa2dabd
4ad25114f964a520e0e020e3,983e58671adcc67af94457d7887dbb15
4aa7407df964a5207a4c20e3,983e58671adcc67af94457d7887dbb15
4aa8138ef964a520224f20e3,983e58671adcc67af94457d7887dbb15
6140f96a4e1b0b7f20907ec1,983e58671adcc67af94457d7887dbb15
3c3f2681eb9247d9289eaca4,983e58671adcc67af94457d7887dbb15
4aabd916f964a5206d5a20e3,797ff1725f8d2b18337de51e240ff60d
4aae9cb7f964a5209b6220e3,797ff1725f8d2b18337de51e240ff60d
4b747025f964a52099dc2de3,797ff1725f8d2b18337de51e240ff60d
4b684df5f964a520bc702be3,797ff1725f8d2b18337de51e240ff60d
59b337eec0f1635d392d9cf8,797ff1725f8d2b18337de51e240ff60d
4b9bf48ff964a5202d3a36e3,797ff1725f8d2b18337de51e240ff60d
4b5f923cf964a52042c229e3,797ff1725f8d2b18337de51e240ff60d
a60873434c704eb98bc9c8e0,797ff1725f8d2b18337de51e240ff60d
55a9abed498e0ce43418b2e5,e1ff428dadc7c32141b9d89a7b56728a
53aa2de5498e191dfd681c59,012d3e06901cc222b1c2cf0a2ace3a29
4ce1b62d69136dcb750aebe6,1b4c6f63f4bfbbd983992dbdca776865
55734e93498e907e6b20d811,1b4c6f63f4bfbbd983992dbdca776865
4e91027f0aafb4070c2e4225,1b4c6f63f4bfbbd983992dbdca776865
55073fe8498ef84023605e92,1b4c6f63f4bfbbd983992dbdca776865
5baa64c84f0e58002c1a406d,1b4c6f63f4bfbbd983992dbdca776865
55c099336d3042caba03c407,1b4c6f63f4bfbbd983992dbdca776865
ac99df13047840ceff55718f,1b4c6f63f4bfbbd983992dbdca776865
57096a03cd10b7535b1d59a5,1bca0e944a4faf170db82793414b03ab
4d810b99e6d7721e1bb523c7,1bca0e944a4faf170db82793414b03ab
4c058d82191f20a11e43e314,1bca0e944a4faf170db82793414b03ab
605498964d6e3e208bfea856,1bca0e944a4faf170db82793414b03ab
62dee334abfc6e5cc280436a,1bca0e944a4faf170db82793414b03ab
32f5e100e1974a40219bc66a,1bca0e944a4faf170db82793414b03ab
4efbdec10e014519c62d8889,0cee06d7d10f7d3162cea03d22b7beed
5d4103e23c3cf700076593dc,0cee06d7d10f7d3162cea03d22b7beed
5b63bc6135d3fc002ccf63e7,0cee06d7d10f7d3162cea03d22b7beed
7418f07a52cf4f97a6e57915,0cee06d7d10f7d3162cea03d22b7beed
5ae52e0786bc49002cd8ee1e,f62bc2bfe9a0a563d5b6745ce6d962ba
79de8a71f87a42507a9b70d5,f62bc2bfe9a0a563d5b6745ce6d962ba
52927eb5551b4f77b3e7b801,f62bc2bfe9a0a563d5b6745ce6d962ba
4aa81620f964a5203b4f20e3,fbb1d30d7f30b049873f5be5688563d4
4aa94b4af964a520f15220e3,fbb1d30d7f30b049873f5be5688563d4
4aad5fd7f964a520f75f20e3,fbb1d30d7f30b049873f5be5688563d4
4aa87d05f964a5207a5120e3,fbb1d30d7f30b049873f5be5688563d4
4c49d7b3567776b07e8d0588,fbb1d30d7f30b049873f5be5688563d4
5938aff5829b0c197db5625e,fbb1d30d7f30b049873f5be5688563d4
53629dc0498e27d5756987a7,fbb1d30d7f30b049873f5be5688563d4
4c115e5d6e5dc9b6e8faaf2d,fbb1d30d7f30b049873f5be5688563d4
587d4a3d0393cc5a953d2064,fbb1d30d7f30b049873f5be5688563d4
b73d64f82bfc408c570ff17c,fbb1d30d7f30b049873f5be5688563d4
1646e418a9ff4294281bc2fb,fbb1d30d7f30b049873f5be5688563d4
ec3a07d73e324de970fe8062,fbb1d30d7f30b049873f5be5688563d4
722403136cb14651f9b13e44,fbb1d30d7f30b049873f5be5688563d4
355bc300a6ee431f28f5c420,fbb1d30d7f30b049873f5be5688563d4
5285454abff84c0f6f791b30,fbb1d30d7f30b049873f5be5688563d4
abb445c6c11649cf546c0df3,fbb1d30d7f30b049873f5be5688563d4
6967dc5d8d534cd3b2742968,fbb1d30d7f30b049873f5be5688563d4
4cf3fd1e6c29236affdd73a2,aed214941445e0345aa3254805a9e8b8
4f1b5861e4b08382320d3f2e,198810b9b0af5d229d1b6fa12c620e06
4aa961a6f964a520625320e3,198810b9b0af5d229d1b6fa12c620e06
4aa7d40ff964a5206e4d20e3,08c7a90bf297fde8c1f1156db13987d4
4f1995afe4b00583e823ffc4,08c7a90bf297fde8c1f1156db13987d4
4f21e016e4b0c41c4ffda0ab,08c7a90bf297fde8c1f1156db13987d4
4b2e7cddf964a52015e124e3,08c7a90bf297fde8c1f1156db13987d4
4ab7f051f964a520827b20e3,7181df50ee1d1a05559399211382b7c8
552583c6498e2ca34e9012b4,7181df50ee1d1a05559399211382b7c8
4aa7dce2f964a520ad4d20e3,7181df50ee1d1a05559399211382b7c8
4c7596abb474a1cda1b9b9bf,7181df50ee1d1a05559399211382b7c8
538f71c9498e0706f1475262,7181df50ee1d1a05559399211382b7c8
4fe504f0e4b00cda589425c7,7181df50ee1d1a05559399211382b7c8
533466e7498e5bc662c9e26c,7181df50ee1d1a05559399211382b7c8
4c94d97421c7199cf968137f,7181df50ee1d1a05559399211382b7c8
59020f656a8d8658d39ea063,7181df50ee1d1a05559399211382b7c8
4d1d077f16cfb60c98a33b61,7181df50ee1d1a05559399211382b7c8
57cf2e7f498eef8d7dedcbd5,7181df50ee1d1a05559399211382b7c8
4b27ee1bf964a5207c8c24e3,7181df50ee1d1a05559399211382b7c8
4aa8033ef964a520b64e20e3,7181df50ee1d1a05559399211382b7c8
57e5bd57498e440474bdb7d3,7181df50ee1d1a05559399211382b7c8
5d0941151af852002cfb3804,7181df50ee1d1a05559399211382b7c8
4c0ff6fdb93cc9b6e6fe55e0,7181df50ee1d1a05559399211382b7c8
5a56723ea8eb600dbaa24cde,7181df50ee1d1a05559399211382b7c8
632e71f5738d032eea3dc570,7181df50ee1d1a05559399211382b7c8
5d2d43617226a500249d4e61,7181df50ee1d1a05559399211382b7c8
59606cbb9be5224b9b1b06c3,7181df50ee1d1a05559399211382b7c8
54aef2a3498eb5e74ac7814e,7181df50ee1d1a05559399211382b7c8
58be34c289151d19bbcd29c2,7181df50ee1d1a05559399211382b7c8
a9997b53d39d44d7c76cb2c7,7181df50ee1d1a05559399211382b7c8
14ad000034231ef9c3cd2683,7181df50ee1d1a05559399211382b7c8
4b0a070bd6804a97ffedff9b,7181df50ee1d1a05559399211382b7c8
e4450302b5f246d54c106e73,7181df50ee1d1a05559399211382b7c8
0f0fba0dd00f4edd706704ab,7181df50ee1d1a05559399211382b7c8
4c35136fed37a593e0027003,45a4c865db23e1cad0209afa5a799de0
4abaacfff964a5206a8220e3,b10d422b045805f1c350c47c983381e8
4aa7350bf964a520464c20e3,b562f08327af465e4531e20226789489
502ef97ce4b047ef9a41d5aa,b562f08327af465e4531e20226789489
4aa9b6fbf964a520fe5420e3,b562f08327af465e4531e20226789489
4f8e0f4ce4b018d8f5fde367,b562f08327af465e4531e20226789489
511ffd76e4b0781dd9ddbf08,b562f08327af465e4531e20226789489
4d4de106d6f3224bc258a1a6,b562f08327af465e4531e20226789489
4aa86b72f964a520375120e3,b562f08327af465e4531e20226789489
57dc3a9b498e06f25a983709,b562f08327af465e4531e20226789489
5ddc44f3ec276a00087c44f2,b562f08327af465e4531e20226789489
5e0832ef80c6a900070c1374,b562f08327af465e4531e20226789489
4c1246c08aedd13a66405137,b562f08327af465e4531e20226789489
54c3105e498ee8c2a66f863c,b562f08327af465e4531e20226789489
96103c4cdaea464346b37d68,b562f08327af465e4531e20226789489
87902c62490e48b14e08e932,b562f08327af465e4531e20226789489
80cc98ce67804e6d78be6983,b562f08327af465e4531e20226789489
4bcb6f5db6c49c743b389291,4ac99b928a91d8ccb785c9d0b805adb6
5d1c0f178132b9002350bb69,4ac99b928a91d8ccb785c9d0b805adb6
5116e8c6e4b0cd2368f77868,99c81f71db35911c79a86a1c5edc5604
4ad10242f964a520ebdb20e3,99c81f71db35911c79a86a1c5edc5604
4b63ba96f964a520908e2ae3,e12234b6f1299d178f34bffaca92f043
56996c68498ebc7d9daf09f4,e12234b6f1299d178f34bffaca92f043
506b5c37f31cd15cd744f51d,e12234b6f1299d178f34bffaca92f043
4acb8a64f964a52028c420e3,e12234b6f1299d178f34bffaca92f043
55d101a3498e5b80ff25cbf9,e12234b6f1299d178f34bffaca92f043
4c290abced0ac9b6c82d61aa,e12234b6f1299d178f34bffaca92f043
4fcfbc1ae4b03cde7dc4e24e,e12234b6f1299d178f34bffaca92f043
51b7966b498ed29155133852,e12234b6f1299d178f34bffaca92f043
50b536b2498ecd0163676f72,e12234b6f1299d178f34bffaca92f043
5152192fe4b0f4bcd7f1e2c5,e12234b6f1299d178f34bffaca92f043
